"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 11:48:14 GMT 2024","Sun Nov 17 11:48:14 GMT 2024","128","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Nov 17 11:48:00 GMT 2024","Sun Nov 17 11:48:00 GMT 2024","175","Actions","","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Nov 17 11:48:40 GMT 2024","Sun Nov 17 11:48:40 GMT 2024","101","Files","","","","","cy.readFile() - read file contents",""
"passed","Sun Nov 17 11:48:22 GMT 2024","Sun Nov 17 11:48:22 GMT 2024","88","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 11:49:32 GMT 2024","Sun Nov 17 11:49:33 GMT 2024","103","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 11:49:32 GMT 2024","Sun Nov 17 11:49:32 GMT 2024","100","Traversal","","","","",".last() - get last DOM element",""
"passed","Sun Nov 17 11:50:08 GMT 2024","Sun Nov 17 11:50:09 GMT 2024","1907","Localstack login tests","","","","","should successfully login",""
"passed","Sun Nov 17 11:48:28 GMT 2024","Sun Nov 17 11:48:28 GMT 2024","192","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 11:48:51 GMT 2024","Sun Nov 17 11:48:51 GMT 2024","256","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 11:49:21 GMT 2024","Sun Nov 17 11:49:21 GMT 2024","19","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"passed","Sun Nov 17 11:49:20 GMT 2024","Sun Nov 17 11:49:21 GMT 2024","239","Spies, Stubs, and Clock","","","","","cy.tick() - move time in the browser",""
"passed","Sun Nov 17 11:48:58 GMT 2024","Sun Nov 17 11:48:59 GMT 2024","316","Navigation","","","","","cy.visit() - visit a remote url",""
"passed","Sun Nov 17 11:49:32 GMT 2024","Sun Nov 17 11:49:32 GMT 2024","106","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 11:49:04 GMT 2024","Sun Nov 17 11:49:04 GMT 2024","305","Network Requests","","","","","cy.request() - verify response using BDD syntax",""
"passed","Sun Nov 17 11:47:40 GMT 2024","Sun Nov 17 11:47:41 GMT 2024","867","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 11:48:34 GMT 2024","Sun Nov 17 11:48:34 GMT 2024","108","Cypress APIs","Cypress.config()","","","","Get and set configuration options",""
"passed","Sun Nov 17 11:48:08 GMT 2024","Sun Nov 17 11:48:08 GMT 2024","577","Aliasing","","","","",".as() - alias a route for later use",""
"passed","Sun Nov 17 11:47:56 GMT 2024","Sun Nov 17 11:47:56 GMT 2024","240","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 11:48:28 GMT 2024","Sun Nov 17 11:48:28 GMT 2024","126","Cookies","","","","","cy.getAllCookies() - get all browser cookies",""
"passed","Sun Nov 17 11:48:28 GMT 2024","Sun Nov 17 11:48:28 GMT 2024","103","Cookies","","","","","cy.setCookie() - set a browser cookie",""
"passed","Sun Nov 17 11:47:42 GMT 2024","Sun Nov 17 11:47:42 GMT 2024","243","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Nov 17 11:48:14 GMT 2024","Sun Nov 17 11:48:15 GMT 2024","114","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 11:47:56 GMT 2024","Sun Nov 17 11:47:57 GMT 2024","453","Actions","","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Nov 17 11:47:41 GMT 2024","Sun Nov 17 11:47:42 GMT 2024","415","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 11:49:12 GMT 2024","Sun Nov 17 11:49:12 GMT 2024","91","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 11:49:33 GMT 2024","Sun Nov 17 11:49:33 GMT 2024","102","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
