"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 17 11:40:39 GMT 2024","Sun Nov 17 11:40:39 GMT 2024","158","Actions","","","","",".focus() - focus on a DOM element",""
"passed","Sun Nov 17 11:42:00 GMT 2024","Sun Nov 17 11:42:00 GMT 2024","116","Traversal","","","","",".find() - get descendant DOM elements of the selector",""
"passed","Sun Nov 17 11:41:04 GMT 2024","Sun Nov 17 11:41:04 GMT 2024","90","Connectors",".then()","","","","yields the returned value to the next command",""
"passed","Sun Nov 17 11:41:59 GMT 2024","Sun Nov 17 11:42:00 GMT 2024","105","Traversal","","","","",".filter() - get DOM elements that match the selector",""
"passed","Sun Nov 17 11:41:43 GMT 2024","Sun Nov 17 11:41:44 GMT 2024","605","Querying","","","","","best practices - selecting elements",""
"passed","Sun Nov 17 11:41:14 GMT 2024","Sun Nov 17 11:41:14 GMT 2024","88","Cypress APIs","Cypress.env()","","","","Get environment variables",""
"passed","Sun Nov 17 11:40:29 GMT 2024","Sun Nov 17 11:40:29 GMT 2024","494","example to-do app","","","","","displays two todo items by default",""
"passed","Sun Nov 17 11:41:43 GMT 2024","Sun Nov 17 11:41:43 GMT 2024","122","Querying","","","","","cy.contains() - query DOM elements with matching content",""
"passed","Sun Nov 17 11:40:39 GMT 2024","Sun Nov 17 11:40:40 GMT 2024","433","Actions","","","","",".blur() - blur off a DOM element",""
"passed","Sun Nov 17 11:41:13 GMT 2024","Sun Nov 17 11:41:13 GMT 2024","212","Cypress APIs","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Sun Nov 17 11:41:09 GMT 2024","Sun Nov 17 11:41:09 GMT 2024","180","Cookies","","","","","cy.clearCookies() - clear browser cookies for the current domain",""
"passed","Sun Nov 17 11:41:43 GMT 2024","Sun Nov 17 11:41:43 GMT 2024","101","Querying","","","","","cy.root() - query the root DOM element",""
"passed","Sun Nov 17 11:41:04 GMT 2024","Sun Nov 17 11:41:04 GMT 2024","88","Connectors","","","","",".spread() - spread an array as individual args to callback function",""
"passed","Sun Nov 17 11:42:00 GMT 2024","Sun Nov 17 11:42:01 GMT 2024","111","Traversal","","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Sun Nov 17 11:41:59 GMT 2024","Sun Nov 17 11:41:59 GMT 2024","107","Traversal","","","","",".eq() - get a DOM element at a specific index",""
"passed","Sun Nov 17 11:42:01 GMT 2024","Sun Nov 17 11:42:01 GMT 2024","105","Traversal","","","","",".prev() - get previous sibling DOM element",""
"passed","Sun Nov 17 11:42:01 GMT 2024","Sun Nov 17 11:42:01 GMT 2024","99","Traversal","","","","",".parent() - get parent DOM element from DOM elements",""
"passed","Sun Nov 17 11:40:30 GMT 2024","Sun Nov 17 11:40:31 GMT 2024","246","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Nov 17 11:40:57 GMT 2024","Sun Nov 17 11:40:57 GMT 2024","289","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Nov 17 11:42:01 GMT 2024","Sun Nov 17 11:42:01 GMT 2024","105","Traversal","","","","",".not() - remove DOM elements from set of DOM elements",""
"passed","Sun Nov 17 11:41:18 GMT 2024","Sun Nov 17 11:41:18 GMT 2024","325","Files","","","","","cy.fixture() - load a fixture",""
"passed","Sun Nov 17 11:41:47 GMT 2024","Sun Nov 17 11:41:48 GMT 2024","212","Spies, Stubs, and Clock","","","","","cy.spy() - wrap a method in a spy",""
"passed","Sun Nov 17 11:40:58 GMT 2024","Sun Nov 17 11:40:58 GMT 2024","110","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Nov 17 11:41:05 GMT 2024","Sun Nov 17 11:41:05 GMT 2024","94","Connectors",".then()","","","","yields the value yielded by the last Cypress command inside",""
"passed","Sun Nov 17 11:42:06 GMT 2024","Sun Nov 17 11:42:06 GMT 2024","207","Utilities","","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Sun Nov 17 11:41:55 GMT 2024","Sun Nov 17 11:41:55 GMT 2024","172","Local Storage / Session Storage","","","","","cy.getAllLocalStorage() - get all data in localStorage for all origins",""
"passed","Sun Nov 17 11:41:04 GMT 2024","Sun Nov 17 11:41:04 GMT 2024","100","Connectors",".then()","","","","invokes a callback function with the current subject",""
"passed","Sun Nov 17 11:41:08 GMT 2024","Sun Nov 17 11:41:09 GMT 2024","196","Cookies","","","","","cy.getCookies() - get browser cookies for the current domain",""
"passed","Sun Nov 17 11:41:27 GMT 2024","Sun Nov 17 11:41:27 GMT 2024","95","Misc","","","","","cy.wrap() - wrap an object",""
"passed","Sun Nov 17 11:41:14 GMT 2024","Sun Nov 17 11:41:14 GMT 2024","85","Cypress APIs","Cypress.log","","","","Control what is printed to the Command Log",""
"passed","Sun Nov 17 11:41:43 GMT 2024","Sun Nov 17 11:41:43 GMT 2024","99","Querying","","","","",".within() - query DOM elements within a specific element",""
"passed","Sun Nov 17 11:41:04 GMT 2024","Sun Nov 17 11:41:04 GMT 2024","93","Connectors","","","","",".invoke() - invoke a function on the current subject",""
"passed","Sun Nov 17 11:42:17 GMT 2024","Sun Nov 17 11:42:21 GMT 2024","4401","Waiting","","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Nov 17 11:41:42 GMT 2024","Sun Nov 17 11:41:43 GMT 2024","319","Querying","","","","","cy.get() - query DOM elements",""
"passed","Sun Nov 17 11:41:26 GMT 2024","Sun Nov 17 11:41:27 GMT 2024","266","Misc","","","","","cy.focused() - get the DOM element that has focus",""
"passed","Sun Nov 17 11:40:31 GMT 2024","Sun Nov 17 11:40:31 GMT 2024","253","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Nov 17 11:42:00 GMT 2024","Sun Nov 17 11:42:00 GMT 2024","105","Traversal","","","","",".next() - get next sibling DOM element",""
"passed","Sun Nov 17 11:40:47 GMT 2024","Sun Nov 17 11:40:47 GMT 2024","174","Actions","","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Nov 17 11:40:30 GMT 2024","Sun Nov 17 11:40:30 GMT 2024","462","example to-do app","","","","","can add new todo items",""
"passed","Sun Nov 17 11:41:55 GMT 2024","Sun Nov 17 11:41:55 GMT 2024","168","Local Storage / Session Storage","","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Sun Nov 17 11:41:50 GMT 2024","Sun Nov 17 11:41:50 GMT 2024","90","Spies, Stubs, and Clock","","","","","cy.stub() - create a stub and/or replace a function with stub",""
"passed","Sun Nov 17 11:41:22 GMT 2024","Sun Nov 17 11:41:22 GMT 2024","216","Location","","","","","cy.hash() - get the current URL hash",""
"passed","Sun Nov 17 11:40:44 GMT 2024","Sun Nov 17 11:40:44 GMT 2024","782","Actions","","","","",".check() - check a checkbox or radio element",""
"passed","Sun Nov 17 11:41:48 GMT 2024","Sun Nov 17 11:41:50 GMT 2024","2522","Spies, Stubs, and Clock","","","","","cy.spy() retries until assertions pass",""
"passed","Sun Nov 17 11:40:41 GMT 2024","Sun Nov 17 11:40:43 GMT 2024","1926","Actions","","","","",".click() - click on a DOM element",""
"passed","Sun Nov 17 11:40:40 GMT 2024","Sun Nov 17 11:40:40 GMT 2024","512","Actions","","","","",".clear() - clears an input or textarea element",""
"passed","Sun Nov 17 11:40:45 GMT 2024","Sun Nov 17 11:40:45 GMT 2024","781","Actions","","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Nov 17 11:41:14 GMT 2024","Sun Nov 17 11:41:14 GMT 2024","88","Cypress APIs","Cypress.version","","","","Get current version of Cypress being run",""
"passed","Sun Nov 17 11:40:59 GMT 2024","Sun Nov 17 11:41:00 GMT 2024","1592","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Nov 17 11:41:32 GMT 2024","Sun Nov 17 11:41:33 GMT 2024","397","Navigation","","","","","cy.reload() - reload the page",""
"passed","Sun Nov 17 11:41:28 GMT 2024","Sun Nov 17 11:41:28 GMT 2024","91","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Sun Nov 17 11:42:06 GMT 2024","Sun Nov 17 11:42:06 GMT 2024","84","Utilities","","","","","Cypress.minimatch - test out glob patterns against strings",""
"passed","Sun Nov 17 11:40:43 GMT 2024","Sun Nov 17 11:40:43 GMT 2024","222","Actions","","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Nov 17 11:41:38 GMT 2024","Sun Nov 17 11:41:38 GMT 2024","253","Network Requests","","","","","cy.request() - pass result to the second request",""
"passed","Sun Nov 17 11:40:43 GMT 2024","Sun Nov 17 11:40:44 GMT 2024","218","Actions","","","","",".rightclick() - right click on a DOM element",""
"skipped","Sun Nov 17 11:42:28 GMT 2024","Sun Nov 17 11:42:28 GMT 2024","14","Localstack login tests","","","","","should fail login",""
"passed","Sun Nov 17 11:42:06 GMT 2024","Sun Nov 17 11:42:06 GMT 2024","180","Utilities","","","","","Cypress.$ - call a jQuery method",""
"passed","Sun Nov 17 11:41:22 GMT 2024","Sun Nov 17 11:41:22 GMT 2024","91","Location","","","","","cy.location() - get window.location",""
"passed","Sun Nov 17 11:40:45 GMT 2024","Sun Nov 17 11:40:46 GMT 2024","868","Actions","","","","",".select() - select an option in a <select> element",""
"passed","Sun Nov 17 11:41:14 GMT 2024","Sun Nov 17 11:41:14 GMT 2024","85","Cypress APIs","Cypress.dom","","","",".isHidden() - determine if a DOM element is hidden",""
"passed","Sun Nov 17 11:41:13 GMT 2024","Sun Nov 17 11:41:13 GMT 2024","93","Cypress APIs","Cypress.arch","","","","Get CPU architecture name of underlying OS",""
"passed","Sun Nov 17 11:41:27 GMT 2024","Sun Nov 17 11:41:28 GMT 2024","883","Misc","Cypress.Screenshot","","","","cy.screenshot() - take a screenshot",""
"passed","Sun Nov 17 11:41:54 GMT 2024","Sun Nov 17 11:41:55 GMT 2024","480","Local Storage / Session Storage","","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Sun Nov 17 11:41:51 GMT 2024","Sun Nov 17 11:41:51 GMT 2024","20","Spies, Stubs, and Clock","","","","","matches call arguments using Sinon matchers",""
"broken","Sun Nov 17 11:42:27 GMT 2024","Sun Nov 17 11:42:28 GMT 2024","745","Localstack login tests","","","","","should successfully login",""
"passed","Sun Nov 17 11:40:58 GMT 2024","Sun Nov 17 11:40:58 GMT 2024","106","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Nov 17 11:41:31 GMT 2024","Sun Nov 17 11:41:32 GMT 2024","857","Navigation","","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Nov 17 11:40:53 GMT 2024","Sun Nov 17 11:40:53 GMT 2024","451","Aliasing","","","","",".as() - alias a DOM element for later use",""
